fare_amount_id,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
0,9.0,0.5,0.5,2.05,0.0,0.3,12.35
1,11.0,0.5,0.5,3.05,0.0,0.3,15.35
2,54.5,0.5,0.5,8.0,0.0,0.3,63.8
3,31.5,0.0,0.5,3.78,5.54,0.3,41.62
4,98.0,0.0,0.0,0.0,15.5,0.3,113.8
5,23.5,1.0,0.5,5.06,0.0,0.3,30.36
6,23.0,0.5,0.5,0.0,0.0,0.3,24.3
7,20.5,0.5,0.5,0.0,0.0,0.3,21.8
8,5.5,0.5,0.5,2.0,0.0,0.3,8.8
9,23.5,0.5,0.5,3.2,0.0,0.3,28.0
10,4.0,0.5,0.5,0.0,0.0,0.3,5.3
11,8.0,0.5,0.5,0.0,0.0,0.3,9.3
12,5.5,0.5,0.5,2.2,0.0,0.3,9.0
13,9.0,0.5,0.5,2.06,0.0,0.3,12.36
14,27.0,0.5,0.5,5.66,0.0,0.3,33.96
15,8.5,0.5,0.5,2.0,0.0,0.3,11.8
16,11.0,0.5,0.5,0.0,0.0,0.3,12.3
17,8.0,0.5,0.5,1.86,0.0,0.3,11.16
18,52.0,0.0,0.5,8.0,5.54,0.3,66.34
19,4.5,0.5,0.5,1.15,0.0,0.3,6.95
20,5.5,0.5,0.5,0.0,0.0,0.3,6.8
21,28.5,0.5,0.5,0.0,0.0,0.3,29.8
22,4.5,0.5,0.5,1.16,0.0,0.3,6.96
23,4.0,0.5,0.5,0.0,0.0,0.3,5.3
24,17.0,0.5,0.5,4.58,0.0,0.3,22.88
25,13.0,0.5,0.5,0.0,0.0,0.3,14.3
26,31.0,0.5,0.5,6.46,0.0,0.3,38.76
27,8.5,0.5,0.5,1.96,0.0,0.3,11.76
28,52.0,0.0,0.5,13.2,0.0,0.3,66.0
29,5.0,0.5,0.5,1.0,0.0,0.3,7.3
30,33.5,0.5,0.5,0.0,0.0,0.3,34.8
31,16.0,0.5,0.5,0.0,0.0,0.3,17.3
32,11.0,0.5,0.5,2.46,0.0,0.3,14.76
33,9.0,0.5,0.5,2.05,0.0,0.3,12.35
34,10.5,0.5,0.5,2.35,0.0,0.3,14.15
35,5.5,0.5,0.5,0.0,0.0,0.3,6.8
36,13.5,0.5,0.5,2.95,0.0,0.3,17.75
37,7.5,0.5,0.5,0.0,0.0,0.3,8.8
38,31.0,0.5,0.5,8.05,0.0,0.3,40.35
39,5.5,0.5,0.5,1.36,0.0,0.3,8.16
40,4.5,0.5,0.5,0.0,0.0,0.3,5.8
41,22.5,0.5,0.5,0.0,0.0,0.3,23.8
42,15.5,0.5,0.5,2.0,0.0,0.3,18.8
43,12.0,0.5,0.5,0.0,0.0,0.3,13.3
44,13.0,0.5,0.5,2.85,0.0,0.3,17.15
45,11.0,0.5,0.5,0.0,0.0,0.3,12.3
46,5.5,0.5,0.5,1.0,0.0,0.3,7.8
47,6.0,0.5,0.5,1.46,0.0,0.3,8.76
48,11.0,0.5,0.5,2.45,0.0,0.3,14.75
49,20.5,0.5,0.5,4.36,0.0,0.3,26.16
50,11.5,0.5,0.5,3.2,0.0,0.3,16.0
51,9.5,0.5,0.5,1.7,0.0,0.3,12.5
52,23.5,0.5,0.5,1.0,0.0,0.3,25.8
53,17.5,0.5,0.5,0.0,0.0,0.3,18.8
54,13.0,0.5,0.5,1.0,0.0,0.3,15.3
55,9.0,0.5,0.5,0.0,0.0,0.3,10.3
56,4.5,0.5,0.5,0.0,0.0,0.3,5.8
57,7.5,0.5,0.5,2.2,0.0,0.3,11.0
58,15.0,0.5,0.5,4.89,0.0,0.3,21.19
59,8.5,0.5,0.5,2.45,0.0,0.3,12.25
60,15.0,0.5,0.5,3.26,0.0,0.3,19.56
61,14.0,0.5,0.5,3.0,0.0,0.3,18.3
62,26.5,0.5,0.5,4.0,0.0,0.3,31.8
63,4.0,0.5,0.5,0.0,0.0,0.3,5.3
64,52.0,0.0,0.5,6.66,5.54,0.3,65.0
65,32.5,0.5,0.5,11.8,5.54,0.3,51.14
66,9.5,0.5,0.5,0.0,0.0,0.3,10.8
67,15.5,0.5,0.5,2.0,0.0,0.3,18.8
68,9.0,0.5,0.5,1.0,0.0,0.3,11.3
69,34.5,0.5,0.5,0.0,0.0,0.3,35.8
70,5.5,0.5,0.5,1.0,0.0,0.3,7.8
71,22.5,0.5,0.5,4.75,0.0,0.3,28.55
72,7.5,0.5,0.5,1.75,0.0,0.3,10.55
73,19.0,0.5,0.5,4.06,0.0,0.3,24.36
74,16.5,0.5,0.5,2.0,0.0,0.3,19.8
75,5.0,0.5,0.5,1.25,0.0,0.3,7.55
76,15.0,0.5,0.5,0.0,0.0,0.3,16.3
77,27.5,0.5,0.5,0.0,0.0,0.3,28.8
78,6.5,0.5,0.5,1.56,0.0,0.3,9.36
79,29.0,0.5,0.5,6.06,0.0,0.3,36.36
80,9.5,0.5,0.5,0.0,0.0,0.3,10.8
81,6.0,0.5,0.5,1.46,0.0,0.3,8.76
82,7.5,0.5,0.5,0.0,0.0,0.3,8.8
83,8.0,0.5,0.5,2.3,0.0,0.3,11.6
84,7.0,0.5,0.5,1.65,0.0,0.3,9.95
85,6.0,0.5,0.5,0.0,0.0,0.3,7.3
86,5.0,0.5,0.5,1.26,0.0,0.3,7.56
87,21.5,0.5,0.5,2.0,5.54,0.3,30.34
88,17.5,0.5,0.5,0.0,0.0,0.3,18.8
89,6.0,0.5,0.5,0.0,0.0,0.3,7.3
90,4.5,0.5,0.5,1.0,0.0,0.3,6.8
91,10.0,0.5,0.5,2.26,0.0,0.3,13.56
92,10.5,0.5,0.5,1.0,0.0,0.3,12.8
93,10.5,0.5,0.5,2.0,0.0,0.3,13.8
94,6.0,0.5,0.5,0.0,0.0,0.3,7.3
95,6.5,0.5,0.5,1.0,0.0,0.3,8.8
96,8.5,0.5,0.5,2.94,0.0,0.3,12.74
97,12.0,0.5,0.5,2.0,0.0,0.3,15.3
98,15.5,0.5,0.5,0.0,0.0,0.3,16.8
99,9.5,0.5,0.5,1.0,0.0,0.3,11.8
100,11.5,0.5,0.5,2.0,0.0,0.3,14.8
101,5.5,0.5,0.5,0.0,0.0,0.3,6.8
102,12.0,0.5,0.5,2.66,0.0,0.3,15.96
103,15.0,0.5,0.5,3.26,0.0,0.3,19.56
104,17.0,0.5,0.5,3.1,0.0,0.3,21.4
105,4.5,0.5,0.5,0.0,0.0,0.3,5.8
106,6.5,0.5,0.5,1.55,0.0,0.3,9.35
107,29.0,0.5,0.5,6.05,0.0,0.3,36.35
108,4.0,0.5,0.5,0.0,0.0,0.3,5.3
109,7.0,0.5,0.5,0.0,0.0,0.3,8.3
110,10.5,0.5,0.5,0.0,0.0,0.3,11.8
111,7.0,0.5,0.5,1.0,0.0,0.3,9.3
112,17.5,0.5,0.5,3.76,0.0,0.3,22.56
113,7.5,0.5,0.5,2.64,0.0,0.3,11.44
114,11.5,0.5,0.5,2.56,0.0,0.3,15.36
115,4.0,0.5,0.5,0.0,0.0,0.3,5.3
116,12.0,0.5,0.5,3.32,0.0,0.3,16.62
117,12.5,0.5,0.5,4.1,0.0,0.3,17.9
118,4.5,0.5,0.5,2.0,0.0,0.3,7.8
119,7.0,0.5,0.5,0.0,0.0,0.3,8.3
120,6.0,0.5,0.5,0.0,0.0,0.3,7.3
121,17.5,0.5,0.5,0.0,0.0,0.3,18.8
122,14.0,0.5,0.5,2.0,0.0,0.3,17.3
123,7.0,0.5,0.5,1.66,0.0,0.3,9.96
124,9.0,0.5,0.5,3.05,0.0,0.3,13.35
125,5.0,0.5,0.5,4.0,0.0,0.3,10.3
126,20.0,0.5,0.5,0.0,0.0,0.3,21.3
127,6.5,0.5,0.5,1.95,0.0,0.3,9.75
128,12.5,0.5,0.5,2.76,0.0,0.3,16.56
129,58.34,0.0,0.5,0.0,0.0,0.3,59.14
130,8.0,0.5,0.5,1.86,0.0,0.3,11.16
131,52.0,0.0,0.5,0.0,0.0,0.3,52.8
132,5.5,0.5,0.5,1.36,0.0,0.3,8.16
133,13.0,0.5,0.5,1.0,0.0,0.3,15.3
134,8.0,0.5,0.5,2.32,0.0,0.3,11.62
135,52.0,0.0,0.5,0.0,5.54,0.3,58.34
136,11.0,0.5,0.5,3.07,0.0,0.3,15.37
137,13.0,0.5,0.5,1.0,0.0,0.3,15.3
138,14.0,0.5,0.5,0.0,0.0,0.3,15.3
139,3.0,0.5,0.5,0.0,0.0,0.3,4.3
140,12.0,0.5,0.5,3.32,0.0,0.3,16.62
141,24.5,0.5,0.5,5.16,0.0,0.3,30.96
142,11.5,0.5,0.5,2.55,0.0,0.3,15.35
143,33.0,0.5,0.5,5.0,0.0,0.3,39.3
144,5.5,0.5,0.5,1.36,0.0,0.3,8.16
145,27.5,0.5,0.5,0.0,0.0,0.3,28.8
146,4.5,0.5,0.5,1.15,0.0,0.3,6.95
147,4.0,0.5,0.5,2.0,0.0,0.3,7.3
148,52.0,0.0,0.5,7.0,0.0,0.3,59.8
149,5.0,0.5,0.5,2.0,0.0,0.3,8.3
150,7.0,0.5,0.5,1.66,0.0,0.3,9.96
151,4.5,0.5,0.5,1.16,0.0,0.3,6.96
152,10.5,0.5,0.5,2.95,0.0,0.3,14.75
153,23.5,0.5,0.5,6.2,0.0,0.3,31.0
154,7.0,0.5,0.5,1.65,0.0,0.3,9.95
155,3.5,0.5,0.5,0.96,0.0,0.3,5.76
156,31.5,0.5,0.5,7.67,5.54,0.3,46.01
157,3.5,0.5,0.5,0.96,0.0,0.3,5.76
158,27.0,0.5,0.5,1.7,0.0,0.3,30.0
159,11.5,0.5,0.5,2.56,0.0,0.3,15.36
160,7.5,0.5,0.5,0.0,0.0,0.3,8.8
161,13.0,0.5,0.5,0.0,0.0,0.3,14.3
162,5.0,0.5,0.5,1.25,0.0,0.3,7.55
163,6.0,0.5,0.5,1.45,0.0,0.3,8.75
164,7.0,0.5,0.5,1.66,0.0,0.3,9.96
165,9.5,0.5,0.5,3.24,0.0,0.3,14.04
166,10.5,0.5,0.5,0.0,0.0,0.3,11.8
167,7.0,0.5,0.5,1.66,0.0,0.3,9.96
168,18.0,0.5,0.5,4.82,0.0,0.3,24.12
169,9.5,0.5,0.5,1.5,0.0,0.3,12.3
170,52.0,0.0,0.5,10.55,0.0,0.3,63.35
171,12.5,0.5,0.5,2.75,0.0,0.3,16.55
172,12.5,0.5,0.5,3.45,0.0,0.3,17.25
173,6.0,0.0,0.5,1.36,0.0,0.3,8.16
174,13.0,0.0,0.5,1.5,0.0,0.3,15.3
175,8.5,0.0,0.5,1.86,0.0,0.3,11.16
176,15.5,0.0,0.5,0.0,0.0,0.3,16.3
177,33.0,0.0,0.5,0.0,0.0,0.3,33.8
178,7.0,0.0,0.5,1.95,0.0,0.3,9.75
179,6.5,0.0,0.5,0.0,0.0,0.3,7.3
180,9.0,0.0,0.5,2.0,0.0,0.3,11.8
181,5.0,0.0,0.5,1.45,0.0,0.3,7.25
182,5.5,0.0,0.5,1.26,0.0,0.3,7.56
183,11.5,0.0,0.5,3.08,0.0,0.3,15.38
184,9.5,0.0,0.5,0.0,0.0,0.3,10.3
185,3.5,0.0,0.5,0.0,0.0,0.3,4.3
186,5.5,0.0,0.5,1.26,0.0,0.3,7.56
187,6.0,0.0,0.5,1.7,0.0,0.3,8.5
188,6.0,0.0,0.5,1.36,0.0,0.3,8.16
189,18.5,0.0,0.5,4.82,0.0,0.3,24.12
190,16.0,0.0,0.5,2.0,0.0,0.3,18.8
191,22.0,0.0,0.5,4.56,0.0,0.3,27.36
192,5.0,0.0,0.5,1.0,0.0,0.3,6.8
193,7.5,0.0,0.5,1.66,0.0,0.3,9.96
194,8.5,0.0,0.5,1.86,0.0,0.3,11.16
195,8.0,0.0,0.5,1.76,0.0,0.3,10.56
196,9.5,0.0,0.5,2.06,0.0,0.3,12.36
197,11.0,0.0,0.5,1.5,0.0,0.3,13.3
198,14.0,0.0,0.5,0.0,0.0,0.3,14.8
199,6.0,0.0,0.5,1.36,0.0,0.3,8.16
200,7.0,0.0,0.5,0.0,0.0,0.3,7.8
201,6.5,0.0,0.5,1.82,0.0,0.3,9.12
202,7.5,0.0,0.5,2.08,0.0,0.3,10.38
203,7.5,0.0,0.5,2.49,0.0,0.3,10.79
204,4.5,0.0,0.5,0.0,0.0,0.3,5.3
205,19.5,0.0,0.5,0.0,0.0,0.3,20.3
206,6.0,0.0,0.5,0.0,0.0,0.3,6.8
207,6.0,0.0,0.5,1.36,0.0,0.3,8.16
208,11.5,0.0,0.5,0.0,0.0,0.3,12.3
209,11.5,0.0,0.5,2.46,0.0,0.3,14.76
210,3.5,0.0,0.5,0.0,0.0,0.3,4.3
211,7.5,0.0,0.5,0.0,0.0,0.3,8.3
212,4.5,0.0,0.5,0.5,0.0,0.3,5.8
213,8.5,0.0,0.5,1.86,0.0,0.3,11.16
214,5.5,0.0,0.5,2.0,0.0,0.3,8.3
215,50.0,0.0,0.5,12.7,0.0,0.3,63.5
216,3.5,0.0,0.5,0.86,0.0,0.3,5.16
217,3.5,0.0,0.5,0.86,0.0,0.3,5.16
218,52.0,0.0,0.5,0.0,5.54,0.3,58.34
219,8.0,0.0,0.5,0.0,0.0,0.3,8.8
220,7.0,0.0,0.5,1.2,0.0,0.3,9.0
221,7.0,0.0,0.5,1.56,0.0,0.3,9.36
222,5.5,0.0,0.5,1.0,0.0,0.3,7.3
223,14.0,0.0,0.5,2.96,0.0,0.3,17.76
224,32.5,0.0,0.5,0.0,5.54,0.3,38.84
225,5.5,0.0,0.5,1.0,0.0,0.3,7.3
226,39.0,0.0,0.5,9.07,5.54,0.3,54.41
227,11.5,0.0,0.5,0.0,0.0,0.3,12.3
228,5.5,0.0,0.5,1.26,0.0,0.3,7.56
229,5.0,0.0,0.5,1.16,0.0,0.3,6.96
230,5.0,0.0,0.5,0.0,0.0,0.3,5.8
231,52.0,0.0,0.5,0.0,5.54,0.3,58.34
232,12.5,0.0,0.5,1.5,0.0,0.3,14.8
233,7.5,0.0,0.5,1.66,0.0,0.3,9.96
234,6.5,0.0,0.5,0.0,0.0,0.3,7.3
235,4.5,0.0,0.5,0.0,0.0,0.3,5.3
236,6.0,0.0,0.5,1.7,0.0,0.3,8.5
237,9.5,0.0,0.5,2.06,0.0,0.3,12.36
238,15.0,0.0,0.5,0.0,0.0,0.3,15.8
239,5.5,0.0,0.5,1.2,0.0,0.3,7.5
240,4.0,0.0,0.5,1.44,0.0,0.3,6.24
241,7.5,0.0,0.5,1.66,0.0,0.3,9.96
242,10.5,0.0,0.5,1.5,0.0,0.3,12.8
243,11.0,0.0,0.5,3.54,0.0,0.3,15.34
244,11.0,0.0,0.5,2.36,0.0,0.3,14.16
245,5.0,0.0,0.5,1.45,0.0,0.3,7.25
246,5.5,0.0,0.5,1.26,0.0,0.3,7.56
247,6.0,0.0,0.5,2.2,0.0,0.3,9.0
248,6.5,0.0,0.5,0.0,0.0,0.3,7.3
249,12.0,0.0,0.5,1.5,0.0,0.3,14.3
250,42.5,0.0,0.5,8.66,0.0,0.3,51.96
251,8.5,0.0,0.5,1.0,0.0,0.3,10.3
252,8.5,0.0,0.5,0.93,0.0,0.3,10.23
253,19.0,0.0,0.5,2.2,0.0,0.3,22.0
254,5.0,0.0,0.5,1.0,0.0,0.3,6.8
255,4.0,0.0,0.5,1.44,0.0,0.3,6.24
256,4.0,0.0,0.5,0.96,0.0,0.3,5.76
257,52.0,0.0,0.5,11.67,5.54,0.3,70.01
258,5.5,0.0,0.5,1.26,0.0,0.3,7.56
259,15.5,0.0,0.5,0.0,0.0,0.3,16.3
260,15.5,0.0,0.5,4.89,0.0,0.3,21.19
261,11.5,0.0,0.5,1.0,0.0,0.3,13.3
262,18.0,0.0,0.5,4.7,0.0,0.3,23.5
263,14.5,0.0,0.5,0.0,0.0,0.3,15.3
264,4.5,0.0,0.5,1.06,0.0,0.3,6.36
265,10.5,0.0,0.5,0.0,0.0,0.3,11.3
266,6.5,0.0,0.5,0.0,0.0,0.3,7.3
267,9.0,0.0,0.5,1.5,0.0,0.3,11.3
268,8.0,0.0,0.5,0.0,0.0,0.3,8.8
269,11.0,0.0,0.5,2.95,0.0,0.3,14.75
270,17.0,0.0,0.5,3.56,0.0,0.3,21.36
271,10.0,0.0,0.5,1.5,0.0,0.3,12.3
272,10.5,0.0,0.5,2.26,0.0,0.3,13.56
273,5.0,0.0,0.5,0.0,0.0,0.3,5.8
274,21.5,0.0,0.5,4.46,0.0,0.3,26.76
275,5.5,0.0,0.5,1.26,0.0,0.3,7.56
276,4.5,0.0,0.5,1.06,0.0,0.3,6.36
277,28.5,0.0,0.5,8.71,5.54,0.3,43.55
278,4.5,0.0,0.5,0.0,0.0,0.3,5.3
279,9.5,0.0,0.5,2.06,0.0,0.3,12.36
280,7.5,0.0,0.5,1.0,0.0,0.3,9.3
281,9.0,0.0,0.5,0.0,0.0,0.3,9.8
282,6.5,0.0,0.5,1.46,0.0,0.3,8.76
283,7.0,0.0,0.5,0.0,0.0,0.3,7.8
284,24.0,0.0,0.5,2.0,0.0,0.3,26.8
285,17.5,0.0,0.5,0.0,0.0,0.3,18.3
286,6.5,0.0,0.5,0.7,0.0,0.3,8.0
287,8.5,0.0,0.5,1.0,0.0,0.3,10.3
288,6.0,0.0,0.5,1.02,0.0,0.3,7.82
289,7.5,0.0,0.5,0.0,0.0,0.3,8.3
290,4.5,0.0,0.5,0.7,0.0,0.3,6.0
291,16.0,0.0,0.5,4.2,0.0,0.3,21.0
292,11.5,0.0,0.5,2.0,0.0,0.3,14.3
293,7.0,0.0,0.5,1.0,0.0,0.3,8.8
294,4.5,0.0,0.5,0.0,0.0,0.3,5.3
295,5.5,0.0,0.5,0.0,0.0,0.3,6.3
296,5.5,0.0,0.5,0.0,0.0,0.3,6.3
297,6.0,0.0,0.5,0.7,0.0,0.3,7.5
298,11.5,0.0,0.5,0.0,0.0,0.3,12.3
299,13.5,0.0,0.5,0.0,0.0,0.3,14.3
300,10.5,0.0,0.5,2.26,0.0,0.3,13.56
301,5.5,0.0,0.5,0.0,0.0,0.3,6.3
302,7.0,0.0,0.5,1.0,0.0,0.3,8.8
303,35.5,0.0,0.5,10.89,0.0,0.3,47.19
304,7.5,0.0,0.5,1.5,0.0,0.3,9.8
305,21.0,0.0,0.5,0.0,0.0,0.3,21.8
306,16.0,0.0,0.5,0.0,0.0,0.3,16.8
307,8.5,0.0,0.5,1.86,0.0,0.3,11.16
308,12.0,0.0,0.5,1.8,0.0,0.3,14.6
309,12.0,0.0,0.5,2.56,0.0,0.3,15.36
310,14.5,0.0,0.5,3.06,0.0,0.3,18.36
311,9.5,0.0,0.5,0.0,0.0,0.3,10.3
312,8.5,0.0,0.5,1.86,0.0,0.3,11.16
313,8.0,0.0,0.5,1.76,0.0,0.3,10.56
314,6.0,0.0,0.5,1.36,0.0,0.3,8.16
315,6.0,0.0,0.5,0.0,0.0,0.3,6.8
316,13.5,0.0,0.5,0.0,0.0,0.3,14.3
317,4.0,0.0,0.5,1.2,0.0,0.3,6.0
318,27.0,0.0,0.5,5.0,0.0,0.3,32.8
319,6.0,0.0,0.5,1.7,0.0,0.3,8.5
320,7.0,0.0,0.5,1.56,0.0,0.3,9.36
321,34.0,0.0,0.5,8.07,5.54,0.3,48.41
322,23.0,0.0,0.5,4.76,0.0,0.3,28.56
323,7.0,0.0,0.5,0.5,0.0,0.3,8.3
324,8.5,0.0,0.5,1.2,0.0,0.3,10.5
325,19.5,0.0,0.5,5.17,5.54,0.3,31.01
326,4.5,0.0,0.5,0.0,0.0,0.3,5.3
327,6.5,0.0,0.5,1.82,0.0,0.3,9.12
328,52.0,0.0,0.5,0.0,5.54,0.3,58.34
329,18.5,0.0,0.5,0.0,0.0,0.3,19.3
330,5.5,0.0,0.5,1.0,0.0,0.3,7.3
331,11.0,0.0,0.5,1.0,0.0,0.3,12.8
332,18.5,0.0,0.5,0.0,0.0,0.3,19.3
333,8.0,0.0,0.5,1.76,0.0,0.3,10.56
334,4.5,0.0,0.5,1.06,0.0,0.3,6.36
335,9.0,0.0,0.5,1.96,0.0,0.3,11.76
336,4.5,0.0,0.5,1.0,0.0,0.3,6.3
337,5.0,0.0,0.5,1.0,0.0,0.3,6.8
338,20.5,0.0,0.5,2.0,0.0,0.3,23.3
339,8.5,0.0,0.5,2.32,0.0,0.3,11.62
340,5.0,0.0,0.5,1.16,0.0,0.3,6.96
341,21.0,0.0,0.5,0.0,0.0,0.3,21.8
342,39.5,0.0,0.5,6.0,0.0,0.3,46.3
343,6.5,0.0,0.5,0.7,0.0,0.3,8.0
344,20.0,0.0,0.5,4.16,0.0,0.3,24.96
345,7.0,0.0,0.5,1.56,0.0,0.3,9.36
346,7.5,0.0,0.5,1.66,0.0,0.3,9.96
347,12.0,0.0,0.5,0.0,0.0,0.3,12.8
348,5.0,0.0,0.5,0.0,0.0,0.3,5.8
349,18.0,0.0,0.5,2.2,0.0,0.3,21.0
350,20.5,0.0,0.5,3.0,0.0,0.3,24.3
351,52.0,0.0,0.5,11.67,5.54,0.3,70.01
352,6.5,0.0,0.5,0.0,0.0,0.3,7.3
353,52.0,0.0,0.5,11.67,5.54,0.3,70.01
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,16.0,0.0,0.5,3.36,0.0,0.3,20.16
356,12.0,0.0,0.5,2.56,0.0,0.3,15.36
357,7.5,0.0,0.5,0.0,0.0,0.3,8.3
358,8.5,0.0,0.5,0.0,0.0,0.3,9.3
359,8.0,0.0,0.5,1.76,0.0,0.3,10.56
360,7.5,0.0,0.5,1.0,0.0,0.3,9.3
361,4.0,0.0,0.5,1.2,0.0,0.3,6.0
362,12.0,0.0,0.5,1.5,0.0,0.3,14.3
363,4.5,0.0,0.5,0.0,0.0,0.3,5.3
364,34.0,0.0,0.5,0.0,5.54,0.3,40.34
365,28.0,0.0,0.5,10.3,5.54,0.3,44.64
366,14.0,0.0,0.5,4.44,0.0,0.3,19.24
367,5.0,0.0,0.5,1.16,0.0,0.3,6.96
368,19.0,0.0,0.5,3.96,0.0,0.3,23.76
369,12.0,0.0,0.5,2.0,0.0,0.3,14.8
370,10.5,0.0,0.5,2.26,0.0,0.3,13.56
371,5.0,0.0,0.5,1.0,0.0,0.3,6.8
372,5.5,0.0,0.5,0.0,0.0,0.3,6.3
373,5.0,0.0,0.5,1.16,0.0,0.3,6.96
374,7.0,0.0,0.5,0.23,0.0,0.3,8.03
375,6.0,0.0,0.5,0.0,0.0,0.3,6.8
376,8.0,0.0,0.5,1.0,0.0,0.3,9.8
377,24.5,0.0,0.5,6.17,5.54,0.3,37.01
378,27.5,0.0,0.5,0.0,5.54,0.3,33.84
379,10.0,0.0,0.5,2.16,0.0,0.3,12.96
380,4.5,0.0,0.5,1.32,0.0,0.3,6.62
381,5.0,0.0,0.5,1.16,0.0,0.3,6.96
382,5.0,0.0,0.5,0.0,0.0,0.3,5.8
383,13.0,0.0,0.5,1.5,0.0,0.3,15.3
384,13.5,0.0,0.5,2.86,0.0,0.3,17.16
385,7.5,0.0,0.5,1.66,0.0,0.3,9.96
386,10.5,0.0,0.5,0.0,0.0,0.3,11.3
387,16.0,0.0,0.5,4.2,0.0,0.3,21.0
388,17.5,0.0,0.5,2.0,0.0,0.3,20.3
389,15.0,0.0,0.5,0.0,0.0,0.3,15.8
390,14.0,0.0,0.5,3.7,0.0,0.3,18.5
391,11.5,0.0,0.5,2.0,0.0,0.3,14.3
392,10.0,0.0,0.5,1.0,0.0,0.3,11.8
393,6.0,0.0,0.5,1.36,0.0,0.3,8.16
394,4.5,0.0,0.5,0.0,0.0,0.3,5.3
395,6.0,0.0,0.5,1.0,0.0,0.3,7.8
396,9.5,0.0,0.5,1.0,0.0,0.3,11.3
397,10.5,0.0,0.5,1.7,0.0,0.3,13.0
398,11.0,0.0,0.5,2.36,0.0,0.3,14.16
399,4.0,0.0,0.5,0.0,0.0,0.3,4.8
400,6.0,0.0,0.5,1.36,0.0,0.3,8.16
401,5.5,0.0,0.5,0.0,0.0,0.3,6.3
402,4.0,0.0,0.5,0.0,0.0,0.3,4.8
403,21.0,0.0,0.5,4.36,0.0,0.3,26.16
404,4.0,0.0,0.5,0.5,0.0,0.3,5.3
405,7.0,0.0,0.5,0.0,0.0,0.3,7.8
406,5.5,0.0,0.5,0.0,0.0,0.3,6.3
407,-5.5,0.0,-0.5,0.0,0.0,-0.3,-6.3
408,6.5,0.0,0.5,1.0,0.0,0.3,8.3
409,6.0,0.0,0.5,0.0,0.0,0.3,6.8
410,7.0,0.0,0.5,1.56,0.0,0.3,9.36
411,5.5,0.0,0.5,2.0,0.0,0.3,8.3
412,11.0,0.0,0.5,0.0,0.0,0.3,11.8
413,52.0,0.0,0.5,0.0,5.54,0.3,58.34
414,7.5,0.0,0.5,0.0,0.0,0.3,8.3
415,8.5,0.0,0.5,1.0,0.0,0.3,10.3
416,7.0,0.0,0.5,0.0,0.0,0.3,7.8
417,9.0,0.0,0.5,1.96,0.0,0.3,11.76
418,9.5,0.0,0.5,2.7,0.0,0.3,13.0
419,10.0,0.0,0.5,3.24,0.0,0.3,14.04
420,12.0,0.0,0.5,2.56,0.0,0.3,15.36
421,20.5,0.0,0.5,5.32,0.0,0.3,26.62
422,24.5,0.0,0.5,5.06,0.0,0.3,30.36
423,52.0,0.0,0.5,11.67,5.54,0.3,70.01
424,15.0,0.0,0.5,2.0,0.0,0.3,17.8
425,9.0,0.0,0.5,2.45,0.0,0.3,12.25
426,6.5,0.0,0.5,2.7,0.0,0.3,10.0
427,52.0,0.0,0.5,0.0,0.0,0.3,52.8
428,12.0,0.0,0.5,3.2,0.0,0.3,16.0
429,9.5,0.0,0.5,2.06,0.0,0.3,12.36
430,9.0,0.0,0.5,1.96,0.0,0.3,11.76
431,12.0,0.0,0.5,0.0,0.0,0.3,12.8
432,29.0,0.0,0.5,5.96,0.0,0.3,35.76
433,6.0,0.0,0.5,1.0,0.0,0.3,7.8
434,2.5,0.0,0.5,0.0,0.0,0.3,3.3
435,19.5,0.0,0.5,0.0,0.0,0.3,20.3
436,52.0,0.0,0.5,14.58,5.54,0.3,72.92
437,6.5,0.0,0.5,1.46,0.0,0.3,8.76
438,7.5,0.0,0.5,1.0,0.0,0.3,9.3
439,11.5,0.0,0.5,2.46,0.0,0.3,14.76
440,5.5,0.0,0.5,0.0,0.0,0.3,6.3
441,23.0,0.0,0.5,3.0,0.0,0.3,26.8
442,15.5,0.0,0.5,0.0,0.0,0.3,16.3
443,11.5,0.0,0.5,2.46,0.0,0.3,14.76
444,18.0,0.0,0.5,3.76,0.0,0.3,22.56
445,9.5,0.0,0.5,1.0,0.0,0.3,11.3
446,28.0,0.0,0.5,6.87,5.54,0.3,41.21
447,8.0,0.0,0.5,1.76,0.0,0.3,10.56
448,27.5,0.0,0.5,5.66,0.0,0.3,33.96
449,6.0,0.0,0.5,0.0,0.0,0.3,6.8
450,27.0,0.0,0.5,5.56,0.0,0.3,33.36
451,7.0,0.0,0.5,1.56,0.0,0.3,9.36
452,6.0,0.0,0.5,1.36,0.0,0.3,8.16
453,19.5,0.0,0.5,5.08,0.0,0.3,25.38
454,9.0,0.0,0.5,1.96,0.0,0.3,11.76
455,12.0,0.0,0.5,1.7,0.0,0.3,14.5
456,8.0,0.0,0.5,1.76,0.0,0.3,10.56
457,10.5,0.0,0.5,2.26,0.0,0.3,13.56
458,11.0,0.0,0.5,1.2,0.0,0.3,13.0
459,52.0,0.0,0.5,10.8,5.54,0.3,69.14
460,19.5,0.0,0.5,0.0,0.0,0.3,20.3
461,5.5,0.0,0.5,1.0,0.0,0.3,7.3
462,57.0,0.0,0.0,13.96,12.5,0.3,83.76
463,6.0,0.0,0.5,1.36,0.0,0.3,8.16
